# Newsky Schedule Export
# Airline: UKL - Ukraine Classic Air Alliance
# Date: 2026-07-14 19:10z
#
# <- use hash to add comments.
# Remember to respect headers and proper CSV formatting!
# Empty airframes column with result in ALL available
#
# Start of CSV data:
number,dep,arr,type,duration,mon,tue,wed,thu,fri,sat,sun,airframes,active
191,UKBB,UBBB,pax,195,true,false,true,true,true,false,true,B738,true
192,UKBB,UDYZ,pax,160,true,true,true,true,true,true,true,B738,true
193,UKBB,UGSB,pax,150,true,false,false,true,true,false,true,E190,true
194,UKBB,UGTB,pax,165,false,true,true,true,true,true,true,B38M,true
195,UKBB,UKDD,pax,80,false,false,false,true,false,false,false,E190,true
196,UKBB,UKHH,pax,75,true,true,true,true,true,true,true,E190,true
197,UKBB,UKLL,pax,95,false,false,true,true,false,false,false,E190,true
198,UKBB,UKOH,pax,75,true,true,true,true,true,true,true,E190,true
199,UKBB,UKOO,pax,65,true,true,true,true,true,true,true,B738,true
200,UKBB,UTTT,pax,300,true,false,false,false,false,false,true,B739,true
201,UKBB,VIDP,pax,420,false,true,false,false,false,true,true,A332,true
202,UKDD,UKBB,pax,85,false,false,false,true,false,false,false,E190,true
203,UKDE,LTAI,pax,145,true,true,true,true,true,true,true,B738,true
204,UKHH,LLBG,pax,192,false,false,true,false,false,false,true,B738,true
205,UKHH,LTAI,pax,160,true,true,true,true,true,true,true,B738,true
206,UKHH,LTBS,pax,165,false,true,false,false,true,false,false,B738,true
207,UKHH,LTFE,pax,165,false,false,false,false,false,false,true,B738,true
208,UKHH,LYTV,pax,175,false,false,false,false,false,false,true,B738,true
209,UKHH,UKBB,pax,80,true,true,true,true,true,true,true,E190,true
210,UKLL,HEGN,pax,232,false,true,false,false,true,false,false,B738,true
211,UKLL,HESH,pax,235,false,false,true,false,false,false,true,B738,true
212,UKLL,LGIR,pax,155,false,true,false,false,true,false,false,B738,true
213,UKLL,LGTS,pax,125,false,false,false,false,false,true,false,B738,true
214,UKLL,LLBG,pax,205,false,false,false,true,false,false,true,B738,true
215,UKLL,LTAI,pax,150,true,true,true,true,true,true,true,B738,true
216,UKLL,LTBS,pax,160,false,false,false,false,false,true,false,B738,true
217,UKLL,LTFE,pax,145,false,false,false,false,true,false,false,B738,true
218,UKLL,UKBB,pax,90,false,false,true,true,false,false,false,E190,true
219,UKOH,UKBB,pax,75,true,true,true,true,true,true,true,E190,true
220,UKOO,LLBG,pax,165,false,true,false,true,false,false,true,B738,true
221,UKOO,LTAI,pax,120,true,true,true,true,true,true,true,B738,true
222,UKOO,LTFM,pax,90,false,false,false,true,true,false,true,E190,true
223,UKOO,LYTV,pax,120,false,false,false,false,false,true,false,B738,true
224,UKOO,UKBB,pax,65,true,true,true,true,true,true,true,B738,true
225,UTTT,UKBB,pax,350,true,false,false,false,false,false,true,B739,true
226,VIDP,UKBB,pax,465,true,false,true,false,false,false,true,A332,true
227,UKBB,CYYZ,pax,610,true,false,false,false,false,false,false,B772,true
228,CYYZ,UKBB,pax,510,true,false,false,false,false,false,false,B772,true
229,CYYZ,UKBB,pax,510,true,false,false,false,false,true,false,A332,true
230,UKBB,CYYZ,pax,610,true,false,false,false,true,false,false,A332,true
231,UKBB,VIDP,pax,360,false,true,false,false,false,false,false,B772,true
232,VIDP,UKBB,pax,250,false,false,true,false,false,false,false,B772,true
233,UKBB,KJFK,pax,600,false,false,false,true,false,false,false,B772,true
234,KJFK,UKBB,pax,500,false,false,false,false,true,false,false,B772,true
235,UKBB,VTBS,pax,530,false,false,false,false,false,true,false,B772,true
236,VTBS,UKBB,pax,630,false,false,false,false,false,false,true,B772,true
237,UKBB,ZBAA,pax,900,false,false,false,false,true,false,false,B772,true
238,ZBAA,UKBB,pax,900,false,false,false,false,false,true,false,B772,true
239,VIDP,UKBB,pax,480,false,false,false,true,false,false,false,B772,true
240,VCBI,UKBB,pax,600,false,true,false,false,false,false,false,B772,true
241,UKBB,VIDP,pax,480,false,false,true,false,false,false,false,B772,true
242,MDLR,UKBB,pax,600,false,false,false,false,false,false,true,B772,true
243,UKBB,VCBI,pax,600,true,false,false,false,false,false,false,B772,true
244,UKBB,MDLR,pax,600,false,false,false,false,false,true,false,B772,true
245,UKBB,VRMM,pax,600,false,false,false,false,false,false,true,B772,true
246,VRMM,UKBB,pax,600,true,false,false,false,false,false,false,B772,true
247,UKBB,CYYZ,pax,610,true,false,false,false,false,false,false,A332,true
248,CYYZ,UKBB,pax,510,true,false,false,false,false,false,false,A332,true
249,UKBB,VIDP,pax,360,false,true,false,false,false,false,false,A332,true
250,VIDP,UKBB,pax,250,false,false,true,false,false,false,false,A332,true
251,UKBB,KJFK,pax,600,false,false,false,true,false,false,false,A332,true
252,KJFK,UKBB,pax,500,false,false,false,false,true,false,false,A332,true
253,UKBB,VTBS,pax,530,false,false,false,false,false,true,false,A332,true
254,VTBS,UKBB,pax,630,false,false,false,false,false,false,true,A332,true
255,UKBB,ZBAA,pax,900,false,false,false,false,true,false,false,A332,true
256,ZBAA,UKBB,pax,900,false,false,false,false,false,true,false,A332,true
257,VIDP,UKBB,pax,480,false,false,false,true,false,false,false,A332,true
258,UKBB,VIDP,pax,480,false,false,true,false,false,false,false,A332,true
259,UKBB,VRMM,pax,600,false,false,false,false,false,false,true,A332,true
260,VCBI,UKBB,pax,600,false,true,false,false,false,false,false,A332,true
261,UKBB,VCBI,pax,600,true,false,false,false,false,false,false,A332,true
262,MDLR,UKBB,pax,600,false,false,false,false,false,false,true,A332,true
263,UKBB,MDLR,pax,600,false,false,false,false,false,true,false,A332,true
264,VRMM,UKBB,pax,600,true,false,false,false,false,false,false,A332,true
265,LLBG,UBBB,pax,195,false,true,false,false,false,true,false,B738,true
266,LLBG,UKBB,pax,190,false,false,true,true,true,false,true,B738,true
267,LLBG,UKBB,pax,190,false,false,true,false,false,false,false,B738,true
268,UBBB,LTBS,pax,180,false,false,false,false,false,false,true,B738,true
269,UBBB,UKBB,pax,210,false,false,false,true,false,false,false,B738,true
270,HECA,UKBB,pax,210,false,false,false,false,false,false,true,B38M,true
271,UGTB,UKBB,pax,175,false,false,true,false,false,false,false,B38M,true
272,UKBB,HECA,pax,205,false,true,false,false,false,false,false,B38M,true
273,UKBB,UGTB,pax,165,true,false,false,false,false,false,false,B38M,true
274,UKHH,UKLL,pax,75,false,false,false,false,false,false,true,B738,true
275,UKLL,UKHH,pax,75,false,false,false,false,true,false,false,B738,true
276,UKBB,HEGN,pax,230,false,false,false,false,true,false,false,B739,true
277,UKBB,LLBG,pax,190,true,true,true,true,true,true,true,B739,true
278,EGPF,UKBB,pax,210,false,false,false,true,false,false,false,E190,true
279,LRBS,LUKK,pax,60,false,true,false,false,false,false,false,E190,true
280,LTFM,LUKK,pax,90,false,false,false,false,true,false,false,E190,true
281,LTFM,UKBB,pax,120,false,false,false,false,false,false,true,E190,true
282,LUKK,LTFM,pax,90,false,false,false,true,false,false,true,E190,true
283,UKBB,EGPF,pax,235,true,false,false,false,false,false,false,E190,true
284,UKBB,LIRF,pax,175,false,false,true,false,false,false,false,E190,true
285,MDLR,UKBB,pax,600,false,false,false,false,false,true,false,B772,true
286,UKBB,MDLR,pax,600,false,false,false,false,false,false,true,B772,true
287,MDLR,UKBB,pax,600,false,false,false,false,false,true,false,A332,true
288,UKBB,MDLR,pax,600,false,false,false,false,false,false,true,A332,true
289,UKBB,VIDP,pax,420,true,false,false,true,false,false,false,A332,true
290,UKBB,ZBAA,pax,900,false,false,false,false,false,true,false,A332,true
291,VIDP,UKBB,pax,465,false,true,false,false,false,true,false,A332,true
292,ZBAA,UKBB,pax,900,false,false,false,false,true,false,false,A332,true
293,LTAI,UKOH,pax,120,true,true,true,true,true,true,true,B738,true
294,UKOH,LTAI,pax,120,true,true,true,true,true,true,true,B738,true
1315,LTAI,UKLN,pax,135,false,false,false,false,false,true,false,MD82,true
1317,LTBS,UKOH,pax,135,false,false,false,false,true,false,false,MD82,true
1320,LYTV,UKLL,pax,110,false,false,true,false,false,false,false,MD82,true
1335,UKKK,LBWN,pax,100,false,false,true,false,false,false,false,MD82,true
1345,UKLL,LYTV,pax,80,false,false,true,false,false,false,false,MD82,true
1346,UKLN,LTAI,pax,135,false,false,false,false,false,true,false,MD82,true
1348,UKOH,LTBS,pax,130,false,false,false,false,true,false,false,MD82,true
1352,LBWN,UKKK,pax,100,false,false,true,false,false,false,false,MD82,true
1400,LTAI,UKKK,pax,150,false,false,false,false,false,true,true,MD82,true
1401,UKKK,LYTV,pax,120,true,true,true,false,false,false,false,MD82,true
1402,LYTV,UKHH,pax,170,false,true,false,false,false,false,false,MD82,true
1403,UKHH,LYTV,pax,160,false,true,false,false,false,false,false,MD82,true
1404,LYTV,UKKK,pax,140,true,true,true,false,false,false,false,MD82,true
1405,UKKK,LTBS,pax,150,false,false,false,true,true,false,false,MD82,true
1406,LTBS,UKKK,pax,150,false,false,false,true,true,false,false,MD82,true
1407,LYTV,UKDE,pax,130,true,false,false,false,false,false,false,MD82,true
1408,UKDE,LYTV,pax,130,true,false,false,false,false,false,false,MD82,true
1421,UKKK,LTAI,pax,145,false,false,false,false,false,true,true,MD82,true
1425,LTBS,UKDR,pax,130,false,false,false,true,false,false,false,MD82,true
1426,UKDR,LTBS,pax,130,false,false,false,true,false,false,false,MD82,true
1427,LTAI,UKLR,pax,140,false,false,false,false,false,false,true,MD82,true
1428,UKLR,LTAI,pax,140,false,false,false,false,false,false,true,MD82,true
1300,EDDN,UKKK,pax,135,true,false,false,false,false,false,true,MD83,true
1304,HEGN,UKKK,pax,240,true,false,false,false,true,false,false,MD83,true
1306,HESH,UKKK,pax,240,false,true,false,false,false,true,false,MD83,true
1307,LATI,UKKK,pax,130,false,true,false,false,false,false,false,MD83,true
1308,LBBG,UKKK,pax,100,false,false,true,false,false,false,false,MD83,true
1311,LEAL,UKKK,pax,250,false,false,true,false,false,false,true,MD83,true
1312,LGAV,UKKK,pax,160,false,false,false,true,false,false,false,MD83,true
1322,OJAI,UKKK,pax,230,false,false,false,true,false,false,false,MD83,true
1331,UKKK,EDDN,pax,135,true,false,false,false,false,false,true,MD83,true
1333,UKKK,LATI,pax,130,false,true,false,false,false,false,false,MD83,true
1334,UKKK,LBBG,pax,100,false,false,true,false,false,false,false,MD83,true
1337,UKKK,LGAV,pax,150,false,false,false,true,false,false,false,MD83,true
1342,UKKK,OJAI,pax,228,false,false,false,true,false,false,false,MD83,true
1343,UKKK,UGSB,pax,150,false,false,false,false,false,true,false,MD83,true
1349,UKKK,HEGN,pax,240,true,false,false,false,true,false,false,MD83,true
1350,UKKK,HESH,pax,240,false,true,false,false,false,true,false,MD83,true
1351,UKKK,LEAL,pax,250,false,false,true,false,false,false,true,MD83,true
1353,UGSB,UKKK,pax,150,false,false,false,false,false,true,false,MD83,true
1413,UKKK,ESSA,pax,135,false,false,false,false,true,false,false,MD83,true
1414,ESSA,UKKK,pax,135,false,false,false,false,true,false,false,MD83,true
